shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.1,0.0,0.008850000000000025,0.009166666666666656,0.0002166666666666428,0.055548295378685,0.07378162871201832,inf
