shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.4,0.0028000000000000247,0.008683333333333376,0.015800000000000036,0.0019333333333333425,0.12989795207977295,0.1563146187464397,55.8266495522994
