shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.2,0.00019999999999997797,0.009050000000000002,0.009066666666666667,0.00014999999999998348,0.07977311313152313,0.09803977979818979,490.1988989910029
