shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.8,0.1452,0.00873333333333337,0.67775,0.10343333333333338,0.21016977727413177,1.0000864439407984,6.887647685542689
