shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.6,0.0026000000000000467,0.009133333333333327,0.018166666666666664,0.004566666666666719,0.15944159030914307,0.19130825697580978,73.58009883684859
