shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.3,0.00029999999999996696,0.009766666666666701,0.009383333333333299,0.0004833333333333911,0.10618124902248383,0.12581458235581722,419.3819411861036
