shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.9,0.26260000000000006,0.009266666666666645,0.8653833333333333,0.3350833333333333,0.23771725594997406,1.4474505892833074,5.511997674346181
