shift_type,shift_severity,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
subspace,0.5,0.0023000000000000798,0.009366666666666634,0.01598333333333335,0.002083333333333326,0.1474560797214508,0.17488941305478412,76.03887524120785
