delta_r,acc_q_on_p_tilde,g_q,g_q_tilde,d_q_q_tilde,w1_dist_images,bound_w1,tightness_w1,mmd_dist_images,bound_mmd,tightness_mmd
0.026700000000000057,0.9599,0.006749999999999923,0.016650000000000054,0.8533,19.079652786254883,19.956352786254882,747.4289433054247,0.3395293056964874,1.2162293056964875,45.551659389381456
