num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,4.0,translation,0.785,0.006366666666666632,0.00666666666666671,0.79955,0.3698078691959381,1.1823912025292715,1.5062308312474797
