num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,25.0,rotation,0.08330000000000004,0.006599999999999939,0.006216666666666648,0.09006666666666663,0.10203851759433746,0.20492185092767068,2.4600462296238965
