num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,30.0,rotation,0.16910000000000003,0.005700000000000038,0.005316666666666636,0.1796833333333333,0.19059613347053528,0.38129613347053526,2.25485590461582
