num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,5.0,rotation,0.0016999999999999238,0.006883333333333352,0.0055833333333333846,0.0035000000000000586,0.06697912514209747,0.08294579180876427,48.79164224045176
