num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,5.0,rotation,0.0013999999999999568,0.005750000000000033,0.007199999999999984,0.0010000000000000009,0.04749523475766182,0.06144523475766184,43.889453398331234
