num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,12.0,translation,0.8763,0.008200000000000096,0.01151666666666662,0.8077333333333333,0.5092673897743225,1.3367173897743225,1.525410692427619
