num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,14.0,translation,0.8714999999999999,0.00828333333333342,0.005099999999999993,0.6594166666666667,0.5379161238670349,1.210716123867035,1.3892325001342916
