num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,6.0,translation,0.7764000000000001,0.009083333333333332,0.008333333333333304,0.7807833333333334,0.3678595721721649,1.166059572172165,1.5018799229419948
