num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,15.0,rotation,0.017100000000000004,0.00763333333333327,0.007299999999999973,0.02303333333333335,0.06879395991563797,0.10676062658230456,6.243311496041201
