num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,2.0,translation,0.15850000000000009,0.006699999999999928,0.007383333333333297,0.17838333333333334,0.2244657576084137,0.41693242427508026,2.6304884812307887
