num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,12.0,translation,0.8144,0.006816666666666693,0.0032333333333333103,0.7459666666666667,0.5860248804092407,1.3420415470759073,1.6478899153682556
