num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,25.0,rotation,0.09360000000000002,0.006999999999999895,0.004866666666666686,0.10406666666666675,0.16413114964962006,0.2800644829829534,2.9921419122110398
