num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,20.0,rotation,0.0414000000000001,0.006883333333333241,0.008566666666666722,0.04816666666666669,0.08172039687633514,0.1453370635430018,3.510557090410663
