num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,15.0,rotation,0.020100000000000007,0.004833333333333356,0.0030166666666666675,0.023316666666666652,0.10821903496980667,0.13938570163647335,6.93461202171509
