num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,10.0,translation,0.8523,0.009066666666666667,0.010850000000000026,0.8405833333333333,0.4431505501270294,1.3036505501270295,1.5295676993160032
