num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
2,20.0,rotation,0.051899999999999946,0.0062833333333333075,0.004966666666666675,0.05703333333333338,0.14033478498458862,0.20861811831792199,4.019616923274031
