num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,mmd_dist,bound,tightness_ratio
4,30.0,rotation,0.14400000000000002,0.007550000000000057,0.007316666666666638,0.14874999999999994,0.1150122582912445,0.27862892495791114,1.934923089985494
