num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
2,2.0,translation,0.18389999999999995,0.004866666666666686,0.004283333333333306,0.20096666666666663,1405.855123742681,0.011918793264776488,0.988320853816962,16.767876172051693,16.97799283871836,92.3218751425686
