num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,10.0,rotation,0.0030999999999999917,0.008633333333333382,0.0056833333333332625,0.0072666666666666435,16.744321186828653,0.009626599997282033,0.7498942093324559,0.16840981388513585,0.18999314721846913,61.28811200595795
