num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
2,10.0,rotation,0.01090000000000002,0.005766666666666587,0.004650000000000043,0.013466666666666738,482.2838916748052,0.011290760599076783,0.988320853816962,5.456510855846829,5.480394189180162,502.78845772294966
