num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,20.0,rotation,0.03770000000000007,0.00711666666666666,0.007249999999999979,0.04315000000000002,32.15590660171508,0.009095620643347551,0.7498942093324559,0.2992986811428465,0.3568153478095132,9.464598085132959
