num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
2,15.0,rotation,0.019199999999999995,0.006483333333333285,0.00543333333333329,0.024349999999999983,778.1994689575203,0.014087382378056654,0.988320853816962,10.976716339385144,11.01298300605181,573.592864898532
