num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,15.0,rotation,0.015300000000000091,0.007333333333333303,0.007200000000000095,0.017516666666666736,23.72174638977056,0.01413848835043612,0.7498942093324559,0.3459920055264776,0.3780420055264777,24.708627812187938
