num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,14.0,translation,0.8774,0.0072666666666666435,0.009700000000000042,0.6677166666666667,179.86998688278095,0.046229029335081585,0.7498942093324559,8.349881781506259,9.034565114839593,10.296974145018911
