num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
2,8.0,translation,0.8502,0.006650000000000045,0.005066666666666664,0.8449,2674.620222155762,0.013090350832790146,0.988320853816962,35.024654519205875,35.88127118587254,42.203330023373965
