num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,30.0,rotation,0.12759999999999994,0.008783333333333365,0.00708333333333333,0.13445000000000007,45.66646798400878,0.01328359939157966,0.7498942093324559,0.6165763605908088,0.7668930272574755,6.010133442456708
