num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
2,25.0,rotation,0.09609999999999996,0.005750000000000033,0.0061500000000001,0.10168333333333335,1123.6466073486347,0.01554524685256186,0.988320853816962,17.482727577920294,17.596310911253628,183.10417181325323
