num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
2,0.0,translation,0.0,0.0054833333333332845,0.0071666666666667656,0.0005166666666666098,0.000273999023437491,0.013255180120468148,0.988320853816962,0.013104002840567197,0.026270669507233856,inf
