num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
2,6.0,translation,0.9653999999999999,0.0049000000000000155,0.0038000000000000256,0.9596833333333333,2323.3825362854172,0.013506479524076008,0.988320853816962,31.39406738831007,32.362450721643405,33.522323100935786
