num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,0.0,translation,0.0,0.008199999999999985,0.007449999999999957,0.0018500000000000183,2.1482849121092746e-05,0.012606289098039299,0.7498942093324559,0.009453654014797207,0.026953654014797167,inf
