num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,6.0,translation,0.7896,0.006883333333333352,0.007550000000000057,0.7889333333333334,122.31903523254408,0.014822072535753255,0.7498942093324559,1.8241365990849934,2.62750326575166,3.327638381144453
