num_layers,shift_severity,shift_type,delta_r,g_q,g_q_tilde,d_q_q_tilde,w1_dist,lipschitz,epsilon_n,shift_penalty,bound,tightness_ratio
4,4.0,translation,0.43910000000000005,0.006816666666666693,0.007800000000000029,0.45296666666666663,92.11336167678859,0.014049200192093856,0.7498942093324559,1.3046544724337525,1.772237805767086,4.036068790177832
